,album,track_number,explicit,release_date,song_name,artists,info,album_number,duration_minutes
0,The Battle Of Los Angeles,1,0,1999-11-02,Testify,Rage Against The Machine,Testify Rage Against The Machine The Battle Of Los Angeles,1,3.5
1,The Battle Of Los Angeles,2,1,1999-11-02,Guerrilla Radio,Rage Against The Machine,Guerrilla Radio Rage Against The Machine The Battle Of Los Angeles,1,3.44
2,The Battle Of Los Angeles,3,0,1999-11-02,Calm Like a Bomb,Rage Against The Machine,Calm Like a Bomb Rage Against The Machine The Battle Of Los Angeles,1,4.98
3,The Battle Of Los Angeles,4,1,1999-11-02,Mic Check,Rage Against The Machine,Mic Check Rage Against The Machine The Battle Of Los Angeles,1,3.56
4,The Battle Of Los Angeles,5,0,1999-11-02,Sleep Now In the Fire,Rage Against The Machine,Sleep Now In the Fire Rage Against The Machine The Battle Of Los Angeles,1,3.43
5,The Battle Of Los Angeles,6,0,1999-11-02,Born of a Broken Man,Rage Against The Machine,Born of a Broken Man Rage Against The Machine The Battle Of Los Angeles,1,4.68
6,The Battle Of Los Angeles,7,0,1999-11-02,Born As Ghosts,Rage Against The Machine,Born As Ghosts Rage Against The Machine The Battle Of Los Angeles,1,3.37
7,The Battle Of Los Angeles,8,0,1999-11-02,Maria,Rage Against The Machine,Maria Rage Against The Machine The Battle Of Los Angeles,1,3.8
8,The Battle Of Los Angeles,9,0,1999-11-02,Voice of the Voiceless,Rage Against The Machine,Voice of the Voiceless Rage Against The Machine The Battle Of Los Angeles,1,2.53
9,The Battle Of Los Angeles,10,0,1999-11-02,New Millennium Homes,Rage Against The Machine,New Millennium Homes Rage Against The Machine The Battle Of Los Angeles,1,3.75
10,The Battle Of Los Angeles,11,1,1999-11-02,Ashes In the Fall,Rage Against The Machine,Ashes In the Fall Rage Against The Machine The Battle Of Los Angeles,1,4.62
11,The Battle Of Los Angeles,12,0,1999-11-02,War Within a Breath,Rage Against The Machine,War Within a Breath Rage Against The Machine The Battle Of Los Angeles,1,3.61
12,Rage Against The Machine,1,1,1992-11-03,Bombtrack,Rage Against The Machine,Bombtrack Rage Against The Machine Rage Against The Machine,1,4.06
13,Rage Against The Machine,2,1,1992-11-03,Killing In the Name,Rage Against The Machine,Killing In the Name Rage Against The Machine Rage Against The Machine,1,5.23
14,Rage Against The Machine,3,1,1992-11-03,Take the Power Back,Rage Against The Machine,Take the Power Back Rage Against The Machine Rage Against The Machine,1,5.6
15,Rage Against The Machine,4,0,1992-11-03,Settle for Nothing,Rage Against The Machine,Settle for Nothing Rage Against The Machine Rage Against The Machine,1,4.79
16,Rage Against The Machine,5,1,1992-11-03,Bullet In the Head,Rage Against The Machine,Bullet In the Head Rage Against The Machine Rage Against The Machine,1,5.12
17,Rage Against The Machine,6,1,1992-11-03,Know Your Enemy,Rage Against The Machine,Know Your Enemy Rage Against The Machine Rage Against The Machine,1,4.91
18,Rage Against The Machine,7,0,1992-11-03,Wake Up,Rage Against The Machine,Wake Up Rage Against The Machine Rage Against The Machine,1,6.07
19,Rage Against The Machine,8,0,1992-11-03,Fistful of Steel,Rage Against The Machine,Fistful of Steel Rage Against The Machine Rage Against The Machine,1,5.52
20,Rage Against The Machine,9,1,1992-11-03,Township Rebellion,Rage Against The Machine,Township Rebellion Rage Against The Machine Rage Against The Machine,1,5.41
21,Rage Against The Machine,10,0,1992-11-03,Freedom,Rage Against The Machine,Freedom Rage Against The Machine Rage Against The Machine,1,6.1
22,Do It for Love,1,0,2018-04-10,Man on a Mission,Daryl Hall  John Oates,Man on a Mission Daryl Hall  John Oates Do It for Love,1,3.74
23,Do It for Love,2,0,2018-04-10,Do It for Love,Daryl Hall  John Oates,Do It for Love Daryl Hall  John Oates Do It for Love,1,3.97
24,Do It for Love,3,0,2018-04-10,Someday Well Know,Daryl Hall  John Oates,Someday Well Know Daryl Hall  John Oates Do It for Love,1,4.47
25,Do It for Love,4,0,2018-04-10,Forever for You,Daryl Hall  John Oates,Forever for You Daryl Hall  John Oates Do It for Love,1,4.63
26,Do It for Love,5,0,2018-04-10,Lifes Too Short,Daryl Hall  John Oates,Lifes Too Short Daryl Hall  John Oates Do It for Love,1,3.5
27,Do It for Love,6,0,2018-04-10,Getaway Car,Daryl Hall  John Oates,Getaway Car Daryl Hall  John Oates Do It for Love,1,3.82
28,Do It for Love,7,0,2018-04-10,Make You Stay,Daryl Hall  John Oates,Make You Stay Daryl Hall  John Oates Do It for Love,1,3.69
29,Do It for Love,8,0,2018-04-10,Miss DJ,Daryl Hall  John Oates,Miss DJ Daryl Hall  John Oates Do It for Love,1,3.82
30,Do It for Love,9,0,2018-04-10,She Got Me Bad,Daryl Hall  John Oates,She Got Me Bad Daryl Hall  John Oates Do It for Love,1,3.27
31,Do It for Love,10,0,2018-04-10,Breath of Your Life,Daryl Hall  John Oates,Breath of Your Life Daryl Hall  John Oates Do It for Love,1,3.92
32,Do It for Love,11,0,2018-04-10,Intuition,Daryl Hall  John Oates,Intuition Daryl Hall  John Oates Do It for Love,1,4.18
33,Do It for Love,12,0,2018-04-10,Heartbreak Time,Daryl Hall  John Oates,Heartbreak Time Daryl Hall  John Oates Do It for Love,1,4.11
34,Do It for Love,13,0,2018-04-10,Something About You,Daryl Hall  John Oates,Something About You Daryl Hall  John Oates Do It for Love,1,4.05
35,Do It for Love,14,0,2018-04-10,Love in a Dangerous Time,Daryl Hall  John Oates,Love in a Dangerous Time Daryl Hall  John Oates Do It for Love,1,4.93
36,Fridays Child,1,0,2003-12-01,Love The One Youre With,Will Young,Love The One Youre With Will Young Fridays Child,1,3.58
37,Fridays Child,2,0,2003-12-01,Your Game,Will Young,Your Game Will Young Fridays Child,1,4.17
38,Fridays Child,3,0,2003-12-01,Stronger,Will Young,Stronger Will Young Fridays Child,1,5.31
39,Fridays Child,4,0,2003-12-01,Leave Right Now,Will Young,Leave Right Now Will Young Fridays Child,1,3.58
40,Fridays Child,5,0,2003-12-01,Love Is A Matter Of Distance,Will Young,Love Is A Matter Of Distance Will Young Fridays Child,1,2.97
41,Fridays Child,6,0,2003-12-01,Dance The Night Away,Will Young,Dance The Night Away Will Young Fridays Child,1,4.09
42,Fridays Child,7,0,2003-12-01,Very Kind,Will Young,Very Kind Will Young Fridays Child,1,5.17
43,Fridays Child,8,0,2003-12-01,Free,Will Young,Free Will Young Fridays Child,1,4.12
44,Fridays Child,9,0,2003-12-01,Going My Way,Will Young,Going My Way Will Young Fridays Child,1,3.69
45,Fridays Child,10,0,2003-12-01,Out Of My Mind,Will Young,Out Of My Mind Will Young Fridays Child,1,3.13
46,Fridays Child,11,0,2003-12-01,Fridays Child,Will Young,Fridays Child Will Young Fridays Child,1,9.02
47,Dart To The Heart,1,0,1994-03-01,Listen For The Laugh,Bruce Cockburn,Listen For The Laugh Bruce Cockburn Dart To The Heart,1,4.12
48,Dart To The Heart,2,0,1994-03-01,All The Ways I Want You,Bruce Cockburn,All The Ways I Want You Bruce Cockburn Dart To The Heart,1,4.31
49,Dart To The Heart,3,0,1994-03-01,Bone In My Ear,Bruce Cockburn,Bone In My Ear Bruce Cockburn Dart To The Heart,1,3.76
50,Dart To The Heart,4,0,1994-03-01,Burden Of The AngelBeast,Bruce Cockburn,Burden Of The AngelBeast Bruce Cockburn Dart To The Heart,1,6.51
51,Dart To The Heart,5,0,1994-03-01,Scanning These Crowds,Bruce Cockburn,Scanning These Crowds Bruce Cockburn Dart To The Heart,1,3.83
52,Dart To The Heart,6,0,1994-03-01,Southland Of The Heart,Bruce Cockburn,Southland Of The Heart Bruce Cockburn Dart To The Heart,1,4.83
53,Dart To The Heart,7,0,1994-03-01,Train In The Rain,Bruce Cockburn,Train In The Rain Bruce Cockburn Dart To The Heart,1,3.72
54,Dart To The Heart,8,0,1994-03-01,Someone I Used To Love,Bruce Cockburn,Someone I Used To Love Bruce Cockburn Dart To The Heart,1,3.58
55,Dart To The Heart,9,0,1994-03-01,Love Loves You Too,Bruce Cockburn,Love Loves You Too Bruce Cockburn Dart To The Heart,1,4.23
56,Dart To The Heart,10,0,1994-03-01,Sunrise On The Mississippi,Bruce Cockburn,Sunrise On The Mississippi Bruce Cockburn Dart To The Heart,1,3.02
57,Dart To The Heart,11,0,1994-03-01,Closer to the Light,Bruce Cockburn,Closer to the Light Bruce Cockburn Dart To The Heart,1,4.17
58,Dart To The Heart,12,0,1994-03-01,Tie Me At The Crossroads,Bruce Cockburn,Tie Me At The Crossroads Bruce Cockburn Dart To The Heart,1,2.84
59,Scarlets Walk,1,0,2002-10-28,Amber Waves,Tori Amos,Amber Waves Tori Amos Scarlets Walk,1,3.66
60,Scarlets Walk,2,0,2002-10-28,A Sorta Fairytale,Tori Amos,A Sorta Fairytale Tori Amos Scarlets Walk,1,5.48
61,Scarlets Walk,3,0,2002-10-28,Wednesday,Tori Amos,Wednesday Tori Amos Scarlets Walk,1,2.49
62,Scarlets Walk,4,0,2002-10-28,strange,Tori Amos,strange Tori Amos Scarlets Walk,1,3.1
63,Scarlets Walk,5,0,2002-10-28,Carbon,Tori Amos,Carbon Tori Amos Scarlets Walk,1,4.56
64,Scarlets Walk,6,0,2002-10-28,Crazy,Tori Amos,Crazy Tori Amos Scarlets Walk,1,4.39
65,Scarlets Walk,7,0,2002-10-28,wampum prayer,Tori Amos,wampum prayer Tori Amos Scarlets Walk,1,0.74
66,Scarlets Walk,8,0,2002-10-28,dont make me come to Vegas,Tori Amos,dont make me come to Vegas Tori Amos Scarlets Walk,1,4.86
67,Scarlets Walk,9,0,2002-10-28,Sweet Sangria,Tori Amos,Sweet Sangria Tori Amos Scarlets Walk,1,4.03
68,Scarlets Walk,10,0,2002-10-28,Your Cloud,Tori Amos,Your Cloud Tori Amos Scarlets Walk,1,4.51
69,Scarlets Walk,11,0,2002-10-28,Pancake,Tori Amos,Pancake Tori Amos Scarlets Walk,1,3.91
70,Scarlets Walk,12,0,2002-10-28,I Cant See New York,Tori Amos,I Cant See New York Tori Amos Scarlets Walk,1,7.25
71,Scarlets Walk,13,0,2002-10-28,mrs jesus,Tori Amos,mrs jesus Tori Amos Scarlets Walk,1,3.09
72,Scarlets Walk,14,0,2002-10-28,Taxi Ride,Tori Amos,Taxi Ride Tori Amos Scarlets Walk,1,4.01
73,Scarlets Walk,15,0,2002-10-28,Another Girls Paradise,Tori Amos,Another Girls Paradise Tori Amos Scarlets Walk,1,3.58
74,Scarlets Walk,16,0,2002-10-28,Scarlets Walk,Tori Amos,Scarlets Walk Tori Amos Scarlets Walk,1,4.28
75,Scarlets Walk,17,0,2002-10-28,Virginia,Tori Amos,Virginia Tori Amos Scarlets Walk,1,3.92
76,Scarlets Walk,18,0,2002-10-28,Gold Dust,Tori Amos,Gold Dust Tori Amos Scarlets Walk,1,5.94
77,Rosaryville,1,0,1999-07-20,Rosaryville,Kate Campbell,Rosaryville Kate Campbell Rosaryville,1,4.49
78,Rosaryville,2,0,1999-07-20,Porcelain Blue,Kate Campbell,Porcelain Blue Kate Campbell Rosaryville,1,3.74
79,Rosaryville,3,0,1999-07-20,Rosas Coronas,Kate Campbell,Rosas Coronas Kate Campbell Rosaryville,1,4.84
80,Rosaryville,4,0,1999-07-20,In My Mothers House,Kate Campbell,In My Mothers House Kate Campbell Rosaryville,1,3.6
81,Rosaryville,5,0,1999-07-20,Heart of Hearts,Kate Campbell,Heart of Hearts Kate Campbell Rosaryville,1,3.85
82,Rosaryville,6,0,1999-07-20,Fade to Blue,Kate Campbell,Fade to Blue Kate Campbell Rosaryville,1,3.06
83,Rosaryville,7,0,1999-07-20,Who Will Pray For Junior,Kate Campbell,Who Will Pray For Junior Kate Campbell Rosaryville,1,3.94
84,Rosaryville,8,0,1999-07-20,Rosemary,Kate Campbell,Rosemary Kate Campbell Rosaryville,1,2.95
85,Rosaryville,9,0,1999-07-20,Look Away,Kate Campbell,Look Away Kate Campbell Rosaryville,1,5.46
86,Rosaryville,10,0,1999-07-20,Ave Maria Grotto,Kate Campbell,Ave Maria Grotto Kate Campbell Rosaryville,1,5.04
87,New Life Faded,1,0,2011-02-08,Hollywood,Death  Desire,Hollywood Death  Desire New Life Faded,1,1.14
88,New Life Faded,2,0,2011-02-08,Tired of Waiting,Death  Desire,Tired of Waiting Death  Desire New Life Faded,1,4.01
89,New Life Faded,3,0,2011-02-08,America,Death  Desire,America Death  Desire New Life Faded,1,3.2
90,New Life Faded,4,0,2011-02-08,Desperate,Death  Desire,Desperate Death  Desire New Life Faded,1,5.04
91,New Life Faded,5,0,2011-02-08,All I See,Death  Desire,All I See Death  Desire New Life Faded,1,2.79
92,New Life Faded,6,0,2011-02-08,Give,Death  Desire,Give Death  Desire New Life Faded,1,3.35
93,New Life Faded,7,0,2011-02-08,Pain,Death  Desire,Pain Death  Desire New Life Faded,1,5.74
94,Waste Of Mind,1,0,1998-10-01,Check,zebrahead,Check zebrahead Waste Of Mind,1,2.43
95,Waste Of Mind,2,0,1998-10-01,Get Back,zebrahead,Get Back zebrahead Waste Of Mind,1,3.53
96,Waste Of Mind,3,0,1998-10-01,The Real Me,zebrahead,The Real Me zebrahead Waste Of Mind,1,3.96
97,Waste Of Mind,4,0,1998-10-01,Someday,zebrahead,Someday zebrahead Waste Of Mind,1,3.03
98,Waste Of Mind,5,0,1998-10-01,Waste of Mind,zebrahead,Waste of Mind zebrahead Waste Of Mind,1,3.54
99,Waste Of Mind,6,0,1998-10-01,Feel This Way,zebrahead,Feel This Way zebrahead Waste Of Mind,1,3.74
100,Waste Of Mind,7,0,1998-10-01,Walk Away,zebrahead,Walk Away zebrahead Waste Of Mind,1,3.37
101,Waste Of Mind,8,0,1998-10-01,Big Shot,zebrahead,Big Shot zebrahead Waste Of Mind,1,2.99
102,Waste Of Mind,9,0,1998-10-01,Swing,zebrahead,Swing zebrahead Waste Of Mind,1,2.84
103,Waste Of Mind,10,0,1998-10-01,Jag Off,zebrahead,Jag Off zebrahead Waste Of Mind,1,3.42
104,Waste Of Mind,11,0,1998-10-01,Time,zebrahead,Time zebrahead Waste Of Mind,1,3.17
105,Waste Of Mind,12,0,1998-10-01,Move On,zebrahead,Move On zebrahead Waste Of Mind,1,4.14
106,Waste Of Mind,13,0,1998-10-01,Fly Daze,zebrahead,Fly Daze zebrahead Waste Of Mind,1,4.56
107,Waste Of Mind,14,0,1998-10-01,Bootylicious Vinyl,zebrahead,Bootylicious Vinyl zebrahead Waste Of Mind,1,3.44
108,Swing Set,1,0,2000-07-11,Swing Radio Edit,Ani DiFranco,Swing Radio Edit Ani DiFranco Swing Set,1,3.95
109,Swing Set,2,0,2000-07-11,Swing Album Version,Ani DiFranco,Swing Album Version Ani DiFranco Swing Set,1,6.22
110,Swing Set,3,0,2000-07-11,To The Teeth Shootout Remix,Ani DiFranco,To The Teeth Shootout Remix Ani DiFranco Swing Set,1,6.2
111,Swing Set,4,0,2000-07-11,Do Re Me Live,Ani DiFranco,Do Re Me Live Ani DiFranco Swing Set,1,3.21
112,Swing Set,5,0,2000-07-11,When Im Gone,Ani DiFranco,When Im Gone Ani DiFranco Swing Set,1,4.35
113,Swing Set,6,0,2000-07-11,Hurricane,Ani DiFranco,Hurricane Ani DiFranco Swing Set,1,7.22
114,To The Teeth,1,0,1999-11-16,To the Teeth,Ani DiFranco,To the Teeth Ani DiFranco To The Teeth,1,7.71
115,To The Teeth,2,0,1999-11-16,Soft Shoulder,Ani DiFranco,Soft Shoulder Ani DiFranco To The Teeth,1,6.08
116,To The Teeth,3,0,1999-11-16,Wish I May,Ani DiFranco,Wish I May Ani DiFranco To The Teeth,1,4.88
117,To The Teeth,4,0,1999-11-16,Freakshow,Ani DiFranco,Freakshow Ani DiFranco To The Teeth,1,5.71
118,To The Teeth,5,0,1999-11-16,Going Once,Ani DiFranco,Going Once Ani DiFranco To The Teeth,1,5.55
119,To The Teeth,6,0,1999-11-16,Hello Birmingham,Ani DiFranco,Hello Birmingham Ani DiFranco To The Teeth,1,5.39
120,To The Teeth,7,0,1999-11-16,Back Back Back,Ani DiFranco,Back Back Back Ani DiFranco To The Teeth,1,4.78
121,To The Teeth,8,0,1999-11-16,Swing,Ani DiFranco,Swing Ani DiFranco To The Teeth,1,6.17
122,To The Teeth,9,0,1999-11-16,Carry You Around,Ani DiFranco,Carry You Around Ani DiFranco To The Teeth,1,3.4
123,To The Teeth,10,0,1999-11-16,Cloud Blood,Ani DiFranco,Cloud Blood Ani DiFranco To The Teeth,1,4.85
124,To The Teeth,11,0,1999-11-16,The Arrivals Gate,Ani DiFranco,The Arrivals Gate Ani DiFranco To The Teeth,1,4.58
125,To The Teeth,12,0,1999-11-16,Providence,Ani DiFranco,Providence Ani DiFranco To The Teeth,1,7.3
126,To The Teeth,13,0,1999-11-16,I Know This Bar,Ani DiFranco,I Know This Bar Ani DiFranco To The Teeth,1,5.53
127,Dilate,1,0,1996-05-01,Untouchable Face,Ani DiFranco,Untouchable Face Ani DiFranco Dilate,1,4.65
128,Dilate,2,0,1996-05-01,Outta Me Onto You,Ani DiFranco,Outta Me Onto You Ani DiFranco Dilate,1,4.62
129,Dilate,3,0,1996-05-01,Superhero,Ani DiFranco,Superhero Ani DiFranco Dilate,1,4.76
130,Dilate,4,0,1996-05-01,Dilate,Ani DiFranco,Dilate Ani DiFranco Dilate,1,4.84
131,Dilate,5,0,1996-05-01,Amazing Grace,Ani DiFranco,Amazing Grace Ani DiFranco Dilate,1,7.18
132,Dilate,6,0,1996-05-01,Napoleon,Ani DiFranco,Napoleon Ani DiFranco Dilate,1,6.46
133,Dilate,7,0,1996-05-01,Shameless,Ani DiFranco,Shameless Ani DiFranco Dilate,1,4.87
134,Dilate,8,0,1996-05-01,Done Wrong,Ani DiFranco,Done Wrong Ani DiFranco Dilate,1,6.57
135,Dilate,9,0,1996-05-01,Going Down,Ani DiFranco,Going Down Ani DiFranco Dilate,1,4.85
136,Dilate,10,0,1996-05-01,Adam and Eve,Ani DiFranco,Adam and Eve Ani DiFranco Dilate,1,6.67
137,Dilate,11,0,1996-05-01,Joyful Girl,Ani DiFranco,Joyful Girl Ani DiFranco Dilate,1,5.14
138,More Joy Less Shame,1,0,1996-11-01,Joyful Girl Danger and Uncertainty Mix,Ani DiFranco,Joyful Girl Danger and Uncertainty Mix Ani DiFranco More Joy Less Shame,1,4.65
139,More Joy Less Shame,2,0,1996-11-01,Joyful Girl Peace and Love Mix,Ani DiFranco,Joyful Girl Peace and Love Mix Ani DiFranco More Joy Less Shame,1,4.66
140,More Joy Less Shame,3,0,1996-11-01,Joyful Girl Peace and Love Extended Mix,Ani DiFranco,Joyful Girl Peace and Love Extended Mix Ani DiFranco More Joy Less Shame,1,6.43
141,More Joy Less Shame,4,0,1996-11-01,Joyful Girl Live with the Buffalo Philharmonic Orchestra,Ani DiFranco,Joyful Girl Live with the Buffalo Philharmonic Orchestra Ani DiFranco More Joy Less Shame,1,6.06
142,More Joy Less Shame,5,0,1996-11-01,Shameless Bathtub Mix,Ani DiFranco,Shameless Bathtub Mix Ani DiFranco More Joy Less Shame,1,4.88
143,More Joy Less Shame,6,0,1996-11-01,Both Hands Live in Austin Texas,Ani DiFranco,Both Hands Live in Austin Texas Ani DiFranco More Joy Less Shame,1,3.09
144,Out Of Range,1,0,1994-03-01,Buildings and Bridges,Ani DiFranco,Buildings and Bridges Ani DiFranco Out Of Range,1,4.09
145,Out Of Range,2,0,1994-03-01,Out of Range Acoustic,Ani DiFranco,Out of Range Acoustic Ani DiFranco Out Of Range,1,3.77
146,Out Of Range,3,0,1994-03-01,Letter to a John,Ani DiFranco,Letter to a John Ani DiFranco Out Of Range,1,3.8
147,Out Of Range,4,0,1994-03-01,Hell Yeah,Ani DiFranco,Hell Yeah Ani DiFranco Out Of Range,1,5.03
148,Out Of Range,5,0,1994-03-01,How Have You Been,Ani DiFranco,How Have You Been Ani DiFranco Out Of Range,1,4.48
149,Out Of Range,6,0,1994-03-01,Overlap,Ani DiFranco,Overlap Ani DiFranco Out Of Range,1,3.75
150,Out Of Range,7,0,1994-03-01,Face Up and Sing,Ani DiFranco,Face Up and Sing Ani DiFranco Out Of Range,1,2.89
151,Out Of Range,8,0,1994-03-01,Falling Is Like This,Ani DiFranco,Falling Is Like This Ani DiFranco Out Of Range,1,3.02
152,Out Of Range,9,0,1994-03-01,Out of Range Electric,Ani DiFranco,Out of Range Electric Ani DiFranco Out Of Range,1,3.43
153,Out Of Range,10,0,1994-03-01,You Had Time,Ani DiFranco,You Had Time Ani DiFranco Out Of Range,1,5.82
154,Out Of Range,11,0,1994-03-01,If He Tries Anything,Ani DiFranco,If He Tries Anything Ani DiFranco Out Of Range,1,3.25
155,Out Of Range,12,0,1994-03-01,The Diner,Ani DiFranco,The Diner Ani DiFranco Out Of Range,1,4.66
156,Imperfectly,1,0,1992-06-19,What If No Ones Watching,Ani DiFranco,What If No Ones Watching Ani DiFranco Imperfectly,1,3.23
157,Imperfectly,2,0,1992-06-19,Fixing Her Hair,Ani DiFranco,Fixing Her Hair Ani DiFranco Imperfectly,1,4.75
158,Imperfectly,3,0,1992-06-19,In or Out,Ani DiFranco,In or Out Ani DiFranco Imperfectly,1,3.11
159,Imperfectly,4,0,1992-06-19,Every State Line,Ani DiFranco,Every State Line Ani DiFranco Imperfectly,1,3.12
160,Imperfectly,5,0,1992-06-19,Circle of Light,Ani DiFranco,Circle of Light Ani DiFranco Imperfectly,1,2.52
161,Imperfectly,6,0,1992-06-19,If It Isnt Her,Ani DiFranco,If It Isnt Her Ani DiFranco Imperfectly,1,3.96
162,Imperfectly,7,0,1992-06-19,Good Bad Ugly,Ani DiFranco,Good Bad Ugly Ani DiFranco Imperfectly,1,3.03
163,Imperfectly,8,0,1992-06-19,Im No Heroine,Ani DiFranco,Im No Heroine Ani DiFranco Imperfectly,1,3.34
164,Imperfectly,9,0,1992-06-19,Coming Up,Ani DiFranco,Coming Up Ani DiFranco Imperfectly,1,1.8
165,Imperfectly,10,0,1992-06-19,Make Them Apologize,Ani DiFranco,Make Them Apologize Ani DiFranco Imperfectly,1,4.33
166,Imperfectly,11,0,1992-06-19,The Waiting Song,Ani DiFranco,The Waiting Song Ani DiFranco Imperfectly,1,4.22
167,Imperfectly,12,0,1992-06-19,Served Faithfully,Ani DiFranco,Served Faithfully Ani DiFranco Imperfectly,1,2.89
168,Imperfectly,13,0,1992-06-19,Imperfectly,Ani DiFranco,Imperfectly Ani DiFranco Imperfectly,1,3.76
169,Perhaps I Suppose,1,0,2001-01-01,Above Me,Rufio,Above Me Rufio Perhaps I Suppose,1,3.2
170,Perhaps I Suppose,2,0,2001-01-01,Still,Rufio,Still Rufio Perhaps I Suppose,1,3.08
171,Perhaps I Suppose,3,0,2001-01-01,One Slowdance,Rufio,One Slowdance Rufio Perhaps I Suppose,1,4.25
172,Perhaps I Suppose,4,0,2001-01-01,In My Eyes,Rufio,In My Eyes Rufio Perhaps I Suppose,1,3.0
173,Perhaps I Suppose,5,0,2001-01-01,She Cries,Rufio,She Cries Rufio Perhaps I Suppose,1,3.92
174,Perhaps I Suppose,6,0,2001-01-01,Dipshit,Rufio,Dipshit Rufio Perhaps I Suppose,1,2.9
175,Perhaps I Suppose,7,0,2001-01-01,Just A Memory,Rufio,Just A Memory Rufio Perhaps I Suppose,1,2.56
176,Perhaps I Suppose,8,0,2001-01-01,Face The Truth,Rufio,Face The Truth Rufio Perhaps I Suppose,1,3.21
177,Perhaps I Suppose,9,0,2001-01-01,Raining in September,Rufio,Raining in September Rufio Perhaps I Suppose,1,0.61
178,Perhaps I Suppose,10,0,2001-01-01,Road to Recovery,Rufio,Road to Recovery Rufio Perhaps I Suppose,1,3.56
179,Perhaps I Suppose,11,0,2001-01-01,Stop Whining,Rufio,Stop Whining Rufio Perhaps I Suppose,1,2.66
180,Perhaps I Suppose,12,0,2001-01-01,Selfishness,Rufio,Selfishness Rufio Perhaps I Suppose,1,3.43
181,Perhaps I Suppose,13,0,2001-01-01,Tears,Rufio,Tears Rufio Perhaps I Suppose,1,3.06
182,Perhaps I Suppose,14,0,2001-01-01,Save The World,Rufio,Save The World Rufio Perhaps I Suppose,1,3.52
183,Perhaps I Suppose,15,0,2001-01-01,The Wrath,Rufio,The Wrath Rufio Perhaps I Suppose,1,1.83
184,Big Bam Boom,1,0,1984-10-12,Dance On Your Knees,Daryl Hall  John Oates,Dance On Your Knees Daryl Hall  John Oates Big Bam Boom,1,1.45
185,Big Bam Boom,2,0,1984-10-12,Out of Touch Video Mix,Daryl Hall  John Oates,Out of Touch Video Mix Daryl Hall  John Oates Big Bam Boom,1,4.37
186,Big Bam Boom,3,0,1984-10-12,Method of Modern Love,Daryl Hall  John Oates,Method of Modern Love Daryl Hall  John Oates Big Bam Boom,1,5.56
187,Big Bam Boom,4,0,1984-10-12,Bank On Your Love,Daryl Hall  John Oates,Bank On Your Love Daryl Hall  John Oates Big Bam Boom,1,4.29
188,Big Bam Boom,5,0,1984-10-12,Some Things Are Better Left Unsaid,Daryl Hall  John Oates,Some Things Are Better Left Unsaid Daryl Hall  John Oates Big Bam Boom,1,5.44
189,Big Bam Boom,6,0,1984-10-12,Going Thru the Motions,Daryl Hall  John Oates,Going Thru the Motions Daryl Hall  John Oates Big Bam Boom,1,5.66
190,Big Bam Boom,7,0,1984-10-12,Cold Dark and Yesterday,Daryl Hall  John Oates,Cold Dark and Yesterday Daryl Hall  John Oates Big Bam Boom,1,4.66
191,Big Bam Boom,8,0,1984-10-12,All American Girl,Daryl Hall  John Oates,All American Girl Daryl Hall  John Oates Big Bam Boom,1,4.47
192,Big Bam Boom,9,0,1984-10-12,Possession Obsession,Daryl Hall  John Oates,Possession Obsession Daryl Hall  John Oates Big Bam Boom,1,4.6
193,The Jesus Experience,1,0,1997-01-01,I Love You,Bride,I Love You Bride The Jesus Experience,1,2.95
194,The Jesus Experience,2,0,1997-01-01,The Worm,Bride,The Worm Bride The Jesus Experience,1,4.53
195,The Jesus Experience,3,0,1997-01-01,End,Bride,End Bride The Jesus Experience,1,4.27
196,The Jesus Experience,4,0,1997-01-01,I Live For You,Bride,I Live For You Bride The Jesus Experience,1,3.34
197,The Jesus Experience,5,0,1997-01-01,Follow Me,Bride,Follow Me Bride The Jesus Experience,1,4.03
198,The Jesus Experience,6,0,1997-01-01,Tell Me,Bride,Tell Me Bride The Jesus Experience,1,2.88
199,The Jesus Experience,7,0,1997-01-01,Love Hate,Bride,Love Hate Bride The Jesus Experience,1,3.53
200,The Jesus Experience,8,0,1997-01-01,Human Race,Bride,Human Race Bride The Jesus Experience,1,3.97
201,The Jesus Experience,9,0,1997-01-01,I Hear A Word,Bride,I Hear A Word Bride The Jesus Experience,1,3.83
202,The Jesus Experience,10,0,1997-01-01,Cosmic Christ,Bride,Cosmic Christ Bride The Jesus Experience,1,3.49
203,The Jesus Experience,11,0,1997-01-01,The World I Know,Bride,The World I Know Bride The Jesus Experience,1,4.65
204,Live Under the Red Moon,1,0,2000-01-01,Floating Back,The Call,Floating Back The Call Live Under the Red Moon,1,4.29
205,Live Under the Red Moon,2,0,2000-01-01,A Swim in the Ocean,The Call,A Swim in the Ocean The Call Live Under the Red Moon,1,7.47
206,Live Under the Red Moon,3,0,2000-01-01,This Is Your Life,The Call,This Is Your Life The Call Live Under the Red Moon,1,4.05
207,Live Under the Red Moon,4,0,2000-01-01,I Dont Wanna,The Call,I Dont Wanna The Call Live Under the Red Moon,1,5.33
208,Live Under the Red Moon,5,0,2000-01-01,You Run,The Call,You Run The Call Live Under the Red Moon,1,7.55
209,Live Under the Red Moon,6,0,2000-01-01,Family,The Call,Family The Call Live Under the Red Moon,1,4.28
210,Live Under the Red Moon,7,0,2000-01-01,Same Old Story,The Call,Same Old Story The Call Live Under the Red Moon,1,3.88
