,album,track_number,explicit,release_date,song_name,artists,info,album_number,duration_minutes
617,The Moon Antarctica,4,0,2000-06-13,Perfect Disguise,Modest Mouse,Perfect Disguise Modest Mouse The Moon Antarctica,1,2.53
618,The Moon Antarctica,5,0,2000-06-13,Tiny Cities Made Of Ashes,Modest Mouse,Tiny Cities Made Of Ashes Modest Mouse The Moon Antarctica,1,3.24
619,The Moon Antarctica,6,0,2000-06-13,A Different City,Modest Mouse,A Different City Modest Mouse The Moon Antarctica,1,2.91
620,The Moon Antarctica,7,0,2000-06-13,The Cold Part,Modest Mouse,The Cold Part Modest Mouse The Moon Antarctica,1,5.02
621,The Moon Antarctica,8,0,2000-06-13,Alone Down There,Modest Mouse,Alone Down There Modest Mouse The Moon Antarctica,1,2.36
622,The Moon Antarctica,9,0,2000-06-13,The Stars Are Projectors,Modest Mouse,The Stars Are Projectors Modest Mouse The Moon Antarctica,1,8.76
623,The Moon Antarctica,10,0,2000-06-13,Wild Packs of Family Dogs,Modest Mouse,Wild Packs of Family Dogs Modest Mouse The Moon Antarctica,1,1.74
624,The Moon Antarctica,11,0,2000-06-13,Paper Thin Walls,Modest Mouse,Paper Thin Walls Modest Mouse The Moon Antarctica,1,3.02
625,The Moon Antarctica,12,0,2000-06-13,I Came As a Rat,Modest Mouse,I Came As a Rat Modest Mouse The Moon Antarctica,1,3.79
626,The Moon Antarctica,13,0,2000-06-13,Lives,Modest Mouse,Lives Modest Mouse The Moon Antarctica,1,3.3
627,The Moon Antarctica,14,0,2000-06-13,Life Like Weeds,Modest Mouse,Life Like Weeds Modest Mouse The Moon Antarctica,1,6.51
628,The Moon Antarctica,15,0,2000-06-13,What People Are Made Of,Modest Mouse,What People Are Made Of Modest Mouse The Moon Antarctica,1,2.24
629,Rooftops,1,0,1991-01-01,Easy Like Spring,Peter Kater,Easy Like Spring Peter Kater Rooftops,1,4.45
630,Rooftops,2,0,1991-01-01,Rooftops,Peter Kater,Rooftops Peter Kater Rooftops,1,6.85
631,Rooftops,3,0,1991-01-01,Dance of the Shingle People,Peter Kater,Dance of the Shingle People Peter Kater Rooftops,1,6.0
632,Rooftops,4,0,1991-01-01,Hot Tin,Peter Kater,Hot Tin Peter Kater Rooftops,1,4.0
633,Rooftops,5,0,1991-01-01,With Every Smile,Peter Kater,With Every Smile Peter Kater Rooftops,1,5.96
634,Rooftops,6,0,1991-01-01,Windstar,Peter Kater,Windstar Peter Kater Rooftops,1,5.15
635,Rooftops,7,0,1991-01-01,Fire Escape,Peter Kater,Fire Escape Peter Kater Rooftops,1,4.42
636,Rooftops,8,0,1991-01-01,Waiting for the Sky,Peter Kater,Waiting for the Sky Peter Kater Rooftops,1,5.97
637,Mirrors,1,0,1979-01-01,Dr Music,Blue Öyster Cult,Dr Music Blue Öyster Cult Mirrors,1,3.23
638,Mirrors,2,0,1979-01-01,The Great Sun Jester,Blue Öyster Cult,The Great Sun Jester Blue Öyster Cult Mirrors,1,4.85
639,Mirrors,3,0,1979-01-01,In Thee,Blue Öyster Cult,In Thee Blue Öyster Cult Mirrors,1,3.84
640,Mirrors,4,0,1979-01-01,Mirrors,Blue Öyster Cult,Mirrors Blue Öyster Cult Mirrors,1,3.8
641,Mirrors,5,0,1979-01-01,Moon Crazy,Blue Öyster Cult,Moon Crazy Blue Öyster Cult Mirrors,1,4.12
642,Mirrors,6,0,1979-01-01,The Vigil,Blue Öyster Cult,The Vigil Blue Öyster Cult Mirrors,1,6.47
643,Mirrors,7,0,1979-01-01,I Am the Storm,Blue Öyster Cult,I Am the Storm Blue Öyster Cult Mirrors,1,3.75
644,Mirrors,8,0,1979-01-01,Youre Not the One I Was Looking For,Blue Öyster Cult,Youre Not the One I Was Looking For Blue Öyster Cult Mirrors,1,3.28
645,Mirrors,9,0,1979-01-01,Lonely Teardrops,Blue Öyster Cult,Lonely Teardrops Blue Öyster Cult Mirrors,1,3.74
646,Sister Sadie,1,0,2016-06-03,Unholy Water,Sister Sadie,Unholy Water Sister Sadie Sister Sadie,1,3.41
647,Sister Sadie,2,0,2016-06-03,Dont Tell Me Stories,Sister Sadie,Dont Tell Me Stories Sister Sadie Sister Sadie,1,2.57
648,Sister Sadie,3,0,2016-06-03,Dont Let Me Cross Over,Sister Sadie,Dont Let Me Cross Over Sister Sadie Sister Sadie,1,4.94
649,Sister Sadie,4,0,2016-06-03,Avas Fury,Sister Sadie,Avas Fury Sister Sadie Sister Sadie,1,2.86
650,Sister Sadie,5,0,2016-06-03,Falling,Sister Sadie,Falling Sister Sadie Sister Sadie,1,3.32
651,Sister Sadie,6,0,2016-06-03,Now Forevers Gone,Sister Sadie,Now Forevers Gone Sister Sadie Sister Sadie,1,2.77
652,Sister Sadie,7,0,2016-06-03,Look What Im Trading For a Mansion,Sister Sadie,Look What Im Trading For a Mansion Sister Sadie Sister Sadie,1,4.1
653,Sister Sadie,8,0,2016-06-03,I May Be A Fool,Sister Sadie,I May Be A Fool Sister Sadie Sister Sadie,1,2.21
654,Sister Sadie,9,0,2016-06-03,Not This Time,Sister Sadie,Not This Time Sister Sadie Sister Sadie,1,2.89
655,Sister Sadie,10,0,2016-06-03,All I Can Do,Sister Sadie,All I Can Do Sister Sadie Sister Sadie,1,2.49
656,Sister Sadie,11,0,2016-06-03,Mamas Room,Sister Sadie,Mamas Room Sister Sadie Sister Sadie,1,3.88
657,Sister Sadie,12,0,2016-06-03,Blood Red Goin Down,Sister Sadie,Blood Red Goin Down Sister Sadie Sister Sadie,1,4.12
658,Western Standard Time,1,0,1988-08-23,Chattanooga Choo Choo,Asleep At The Wheel,Chattanooga Choo Choo Asleep At The Wheel Western Standard Time,1,3.31
659,Western Standard Time,2,0,1988-08-23,Dont Let Go,Asleep At The Wheel,Dont Let Go Asleep At The Wheel Western Standard Time,1,3.03
660,Western Standard Time,3,0,1988-08-23,Hot Rod Lincoln,Asleep At The Wheel,Hot Rod Lincoln Asleep At The Wheel Western Standard Time,1,2.96
661,Western Standard Time,4,0,1988-08-23,Thats What I Like Bout The South,Asleep At The Wheel,Thats What I Like Bout The South Asleep At The Wheel Western Standard Time,1,2.64
662,Western Standard Time,5,0,1988-08-23,That Lucky Old Sun Just Rools Around Heaven All Day,Asleep At The Wheel,That Lucky Old Sun Just Rools Around Heaven All Day Asleep At The Wheel Western Standard Time,1,3.86
663,Western Standard Time,6,0,1988-08-23,Walk On By,Asleep At The Wheel,Walk On By Asleep At The Wheel Western Standard Time,1,2.85
664,Western Standard Time,7,0,1988-08-23,San Antonio Rose,Asleep At The Wheel,San Antonio Rose Asleep At The Wheel Western Standard Time,1,4.07
665,Western Standard Time,8,0,1988-08-23,Roly Poly,Asleep At The Wheel,Roly Poly Asleep At The Wheel Western Standard Time,1,3.21
666,Western Standard Time,9,0,1988-08-23,Sugarfoot Rag,Asleep At The Wheel,Sugarfoot Rag Asleep At The Wheel Western Standard Time,1,3.25
667,Western Standard Time,10,0,1988-08-23,Walking The Floor Over You,Asleep At The Wheel,Walking The Floor Over You Asleep At The Wheel Western Standard Time,1,2.49
668,Ultimate Alternative Wavers,1,0,1993-05-01,The First Song,Built To Spill,The First Song Built To Spill Ultimate Alternative Wavers,1,4.03
669,Ultimate Alternative Wavers,2,0,1993-05-01,Three Years Ago Today,Built To Spill,Three Years Ago Today Built To Spill Ultimate Alternative Wavers,1,3.94
670,Ultimate Alternative Wavers,3,0,1993-05-01,Revolution,Built To Spill,Revolution Built To Spill Ultimate Alternative Wavers,1,4.41
671,Ultimate Alternative Wavers,4,0,1993-05-01,Shameful Dread,Built To Spill,Shameful Dread Built To Spill Ultimate Alternative Wavers,1,8.48
672,Ultimate Alternative Wavers,5,0,1993-05-01,Nowhere Nothin Fuckup,Built To Spill,Nowhere Nothin Fuckup Built To Spill Ultimate Alternative Wavers,1,6.56
673,Ultimate Alternative Wavers,6,0,1993-05-01,Get A Life,Built To Spill,Get A Life Built To Spill Ultimate Alternative Wavers,1,5.88
674,Ultimate Alternative Wavers,7,0,1993-05-01,Built To Spill,Built To Spill,Built To Spill Built To Spill Ultimate Alternative Wavers,1,5.86
675,Ultimate Alternative Wavers,8,0,1993-05-01,Lie For A Lie,Built To Spill,Lie For A Lie Built To Spill Ultimate Alternative Wavers,1,3.26
676,Ultimate Alternative Wavers,9,0,1993-05-01,Hazy,Built To Spill,Hazy Built To Spill Ultimate Alternative Wavers,1,6.69
677,Ultimate Alternative Wavers,10,0,1993-05-01,Built Too Long,Built To Spill,Built Too Long Built To Spill Ultimate Alternative Wavers,1,9.41
678,Favorite Chopin Vol 2,1,0,1962-01-01,Piano Sonata No 2 in BFlat Minor Op 35 Funeral March I Grave Doppio movimento,Frédéric Chopin Vladimir Horowitz,Piano Sonata No 2 in BFlat Minor Op 35 Funeral March I Grave Doppio movimento Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,5.39
679,Favorite Chopin Vol 2,2,0,1962-01-01,Piano Sonata No 2 in BFlat Minor Op 35 Funeral March II Scherzo,Frédéric Chopin Vladimir Horowitz,Piano Sonata No 2 in BFlat Minor Op 35 Funeral March II Scherzo Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,6.85
680,Favorite Chopin Vol 2,3,0,1962-01-01,Piano Sonata No 2 in BFlat Minor Op 35 Funeral March III Marche funèbre Lento,Frédéric Chopin Vladimir Horowitz,Piano Sonata No 2 in BFlat Minor Op 35 Funeral March III Marche funèbre Lento Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,7.82
681,Favorite Chopin Vol 2,4,0,1962-01-01,Piano Sonata No 2 in BFlat Minor Op 35 Funeral March IV Finale Presto,Frédéric Chopin Vladimir Horowitz,Piano Sonata No 2 in BFlat Minor Op 35 Funeral March IV Finale Presto Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,1.41
682,Favorite Chopin Vol 2,5,0,1962-01-01,PolonaiseFantaisie in AFlat Major Op 61,Frédéric Chopin Vladimir Horowitz,PolonaiseFantaisie in AFlat Major Op 61 Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,13.16
683,Favorite Chopin Vol 2,6,0,1962-01-01,12 Études Op 25 No 7 in CSharp Minor,Frédéric Chopin Vladimir Horowitz,12 Études Op 25 No 7 in CSharp Minor Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,5.6
684,Favorite Chopin Vol 2,7,0,1962-01-01,Mazurka in CSharp Minor Op 50 No 3,Frédéric Chopin Vladimir Horowitz,Mazurka in CSharp Minor Op 50 No 3 Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,5.12
685,Favorite Chopin Vol 2,8,0,1962-01-01,Nocturne No 19 in E Minor Op 72 No 1,Frédéric Chopin Vladimir Horowitz,Nocturne No 19 in E Minor Op 72 No 1 Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,4.69
686,Favorite Chopin Vol 2,9,0,1962-01-01,Mazurkas Op 33 No 4 in B Minor,Frédéric Chopin Vladimir Horowitz,Mazurkas Op 33 No 4 in B Minor Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,4.5
687,Favorite Chopin Vol 2,10,0,1962-01-01,Polonaise No 5 in FSharp Minor Op 44,Frédéric Chopin Vladimir Horowitz,Polonaise No 5 in FSharp Minor Op 44 Frédéric Chopin Vladimir Horowitz Favorite Chopin Vol 2,1,10.27
688,Jacks Crows,1,0,1991-04-05,Silence,John Gorka,Silence John Gorka Jacks Crows,1,3.21
689,Jacks Crows,2,0,1991-04-05,Treasure Islands,John Gorka,Treasure Islands John Gorka Jacks Crows,1,2.89
690,Jacks Crows,3,0,1991-04-05,Jacks Crows,John Gorka,Jacks Crows John Gorka Jacks Crows,1,3.77
691,Jacks Crows,4,0,1991-04-05,Houses in the Fields,John Gorka,Houses in the Fields John Gorka Jacks Crows,1,4.71
692,Jacks Crows,5,0,1991-04-05,The Mercy of the Wheels,John Gorka,The Mercy of the Wheels John Gorka Jacks Crows,1,3.88
693,Jacks Crows,6,0,1991-04-05,Good,John Gorka,Good John Gorka Jacks Crows,1,2.4
694,Jacks Crows,7,0,1991-04-05,Semper Fi,John Gorka,Semper Fi John Gorka Jacks Crows,1,5.48
695,Jacks Crows,8,0,1991-04-05,Where the Bottles Break,John Gorka,Where the Bottles Break John Gorka Jacks Crows,1,4.98
696,Jacks Crows,9,0,1991-04-05,Night is a Woman,John Gorka,Night is a Woman John Gorka Jacks Crows,1,4.08
697,Jacks Crows,10,0,1991-04-05,Im From New Jersey,John Gorka,Im From New Jersey John Gorka Jacks Crows,1,3.12
698,Jacks Crows,11,0,1991-04-05,My New Neighborhood,John Gorka,My New Neighborhood John Gorka Jacks Crows,1,3.63
699,Jacks Crows,12,0,1991-04-05,The Ballad of Jamie Bee,John Gorka,The Ballad of Jamie Bee John Gorka Jacks Crows,1,5.31
700,Jacks Crows,13,0,1991-04-05,Youre On Your Way,John Gorka,Youre On Your Way John Gorka Jacks Crows,1,2.61
701,Out Of The Valley,1,0,1994-04-18,Good Noise,John Gorka,Good Noise John Gorka Out Of The Valley,1,3.1
702,Out Of The Valley,2,0,1994-04-18,Thats Why,John Gorka,Thats Why John Gorka Out Of The Valley,1,3.37
703,Out Of The Valley,3,0,1994-04-18,Carnival Knowledge second hand face,John Gorka,Carnival Knowledge second hand face John Gorka Out Of The Valley,1,3.82
704,Out Of The Valley,4,0,1994-04-18,Talk About Love,John Gorka,Talk About Love John Gorka Out Of The Valley,1,3.23
705,Out Of The Valley,5,0,1994-04-18,Bigtime Lonesome,John Gorka,Bigtime Lonesome John Gorka Out Of The Valley,1,5.58
706,Out Of The Valley,6,0,1994-04-18,Furniture,John Gorka,Furniture John Gorka Out Of The Valley,1,4.84
707,Out Of The Valley,7,0,1994-04-18,Mystery To Me,John Gorka,Mystery To Me John Gorka Out Of The Valley,1,3.77
708,Out Of The Valley,8,0,1994-04-18,Out Of The Valley,John Gorka,Out Of The Valley John Gorka Out Of The Valley,1,4.86
709,Out Of The Valley,9,0,1994-04-18,Thoughtless Behaviour,John Gorka,Thoughtless Behaviour John Gorka Out Of The Valley,1,4.46
710,Out Of The Valley,10,0,1994-04-18,Always Going Home,John Gorka,Always Going Home John Gorka Out Of The Valley,1,3.59
711,Out Of The Valley,11,0,1994-04-18,Flying Red Horse,John Gorka,Flying Red Horse John Gorka Out Of The Valley,1,4.3
712,Out Of The Valley,12,0,1994-04-18,Up Until Then,John Gorka,Up Until Then John Gorka Out Of The Valley,1,4.86
713,Between Five And Seven,1,0,1996-08-12,Lightnings Blues,John Gorka,Lightnings Blues John Gorka Between Five And Seven,1,3.89
714,Between Five And Seven,2,0,1996-08-12,Blue Chalk,John Gorka,Blue Chalk John Gorka Between Five And Seven,1,4.68
715,Between Five And Seven,3,0,1996-08-12,Cant Make Up My Mind,John Gorka,Cant Make Up My Mind John Gorka Between Five And Seven,1,4.18
716,Between Five And Seven,4,0,1996-08-12,The Mortal Groove,John Gorka,The Mortal Groove John Gorka Between Five And Seven,1,3.41
717,Between Five And Seven,5,0,1996-08-12,My Invisible Gun,John Gorka,My Invisible Gun John Gorka Between Five And Seven,1,2.99
718,Between Five And Seven,6,0,1996-08-12,Part Of Your Own,John Gorka,Part Of Your Own John Gorka Between Five And Seven,1,3.48
719,Between Five And Seven,7,0,1996-08-12,Two Good Reasons,John Gorka,Two Good Reasons John Gorka Between Five And Seven,1,4.13
720,Between Five And Seven,8,0,1996-08-12,Airstream Bohemians,John Gorka,Airstream Bohemians John Gorka Between Five And Seven,1,5.36
721,Between Five And Seven,9,0,1996-08-12,Paradise Once,John Gorka,Paradise Once John Gorka Between Five And Seven,1,3.15
722,Between Five And Seven,10,0,1996-08-12,Campaign Trail,John Gorka,Campaign Trail John Gorka Between Five And Seven,1,4.11
723,Between Five And Seven,11,0,1996-08-12,Edgar The Party Man,John Gorka,Edgar The Party Man John Gorka Between Five And Seven,1,3.46
724,Between Five And Seven,12,0,1996-08-12,Scraping Dixie,John Gorka,Scraping Dixie John Gorka Between Five And Seven,1,6.45
725,Rain Maiden,1,0,1989-01-18,Mailbox Suite,Wind Machine,Mailbox Suite Wind Machine Rain Maiden,1,4.3
726,Rain Maiden,2,0,1989-01-18,The Christmas Soldier,Wind Machine,The Christmas Soldier Wind Machine Rain Maiden,1,3.11
727,Rain Maiden,3,0,1989-01-18,Neustros Hermanos De El Salvador,Wind Machine,Neustros Hermanos De El Salvador Wind Machine Rain Maiden,1,4.14
728,Rain Maiden,4,0,1989-01-18,Song for the Children,Wind Machine,Song for the Children Wind Machine Rain Maiden,1,3.02
729,Rain Maiden,5,0,1989-01-18,Front Porch Serenade,Wind Machine,Front Porch Serenade Wind Machine Rain Maiden,1,2.84
730,Rain Maiden,6,0,1989-01-18,Daybreak,Wind Machine,Daybreak Wind Machine Rain Maiden,1,3.73
731,Rain Maiden,7,0,1989-01-18,Taylor Made,Wind Machine,Taylor Made Wind Machine Rain Maiden,1,2.92
732,Rain Maiden,8,0,1989-01-18,Rain Maiden,Wind Machine,Rain Maiden Wind Machine Rain Maiden,1,4.93
733,Rain Maiden,9,0,1989-01-18,Land of the Redwoods,Wind Machine,Land of the Redwoods Wind Machine Rain Maiden,1,3.26
734,Rain Maiden,10,0,1989-01-18,Waltz of the Wind,Wind Machine,Waltz of the Wind Wind Machine Rain Maiden,1,2.68
735,Rain Maiden,11,0,1989-01-18,High Noon,Wind Machine,High Noon Wind Machine Rain Maiden,1,3.25
736,Rain Maiden,12,0,1989-01-18,Sand Harbor,Wind Machine,Sand Harbor Wind Machine Rain Maiden,1,2.55
737,Rain Maiden,13,0,1989-01-18,Back At Lindas,Wind Machine,Back At Lindas Wind Machine Rain Maiden,1,2.6
738,Rain Maiden,14,0,1989-01-18,Ethans Peace,Wind Machine,Ethans Peace Wind Machine Rain Maiden,1,3.2
739,Spaced Out,1,0,2010-09-01,Lucid Dreaming,Reflected Illusions,Lucid Dreaming Reflected Illusions Spaced Out,1,4.24
740,Spaced Out,2,0,2010-09-01,Hydroponic Garden,Reflected Illusions,Hydroponic Garden Reflected Illusions Spaced Out,1,5.66
741,Spaced Out,3,0,2010-09-01,Sacred Mushrooms,Reflected Illusions,Sacred Mushrooms Reflected Illusions Spaced Out,1,5.08
742,Spaced Out,4,0,2010-09-01,We Are All One,Reflected Illusions,We Are All One Reflected Illusions Spaced Out,1,3.8
743,Spaced Out,5,0,2010-09-01,Spaced Out,Reflected Illusions,Spaced Out Reflected Illusions Spaced Out,1,4.16
744,Spaced Out,6,0,2010-09-01,Lost,Reflected Illusions,Lost Reflected Illusions Spaced Out,1,3.1
745,Spaced Out,7,0,2010-09-01,Ecstasy,Reflected Illusions,Ecstasy Reflected Illusions Spaced Out,1,3.69
746,Spaced Out,8,0,2010-09-01,Ego Death,Reflected Illusions,Ego Death Reflected Illusions Spaced Out,1,4.18
747,Spaced Out,9,0,2010-09-01,Nirvana,Reflected Illusions,Nirvana Reflected Illusions Spaced Out,1,3.41
748,Spaced Out,10,0,2010-09-01,The Psychedelic Experience Pt I,Reflected Illusions,The Psychedelic Experience Pt I Reflected Illusions Spaced Out,1,3.74
749,Spaced Out,11,0,2010-09-01,The Psychedelic Experience Pt II,Reflected Illusions,The Psychedelic Experience Pt II Reflected Illusions Spaced Out,1,3.02
750,Educated Guess,1,0,2004-01-20,Platforms,Ani DiFranco,Platforms Ani DiFranco Educated Guess,1,0.28
751,Educated Guess,2,0,2004-01-20,Swim,Ani DiFranco,Swim Ani DiFranco Educated Guess,1,3.11
752,Educated Guess,3,0,2004-01-20,Educated Guess,Ani DiFranco,Educated Guess Ani DiFranco Educated Guess,1,5.87
753,Educated Guess,4,0,2004-01-20,Origami,Ani DiFranco,Origami Ani DiFranco Educated Guess,1,2.39
754,Educated Guess,5,0,2004-01-20,Bliss Like This,Ani DiFranco,Bliss Like This Ani DiFranco Educated Guess,1,3.13
755,Educated Guess,6,0,2004-01-20,The True Story of What Was,Ani DiFranco,The True Story of What Was Ani DiFranco Educated Guess,1,1.9
756,Educated Guess,7,0,2004-01-20,Bodily,Ani DiFranco,Bodily Ani DiFranco Educated Guess,1,4.02
757,Educated Guess,8,0,2004-01-20,You Each Time,Ani DiFranco,You Each Time Ani DiFranco Educated Guess,1,4.31
758,Educated Guess,9,0,2004-01-20,Animal,Ani DiFranco,Animal Ani DiFranco Educated Guess,1,5.61
759,Educated Guess,10,0,2004-01-20,Grand Canyon,Ani DiFranco,Grand Canyon Ani DiFranco Educated Guess,1,3.53
760,Educated Guess,11,0,2004-01-20,Company,Ani DiFranco,Company Ani DiFranco Educated Guess,1,4.12
761,Educated Guess,12,0,2004-01-20,Rain Check,Ani DiFranco,Rain Check Ani DiFranco Educated Guess,1,4.1
762,Educated Guess,13,0,2004-01-20,Akimbo,Ani DiFranco,Akimbo Ani DiFranco Educated Guess,1,1.49
763,Educated Guess,14,0,2004-01-20,Bubble,Ani DiFranco,Bubble Ani DiFranco Educated Guess,1,4.51
764,30th Anniversary Sampler,1,0,2015-04-01,Danserye La Morisque,Tylman Susato The University of Texas Wind Ensemble Jerry Junkin,Danserye La Morisque Tylman Susato The University of Texas Wind Ensemble Jerry Junkin 30th Anniversary Sampler,1,2.11
765,30th Anniversary Sampler,2,0,2015-04-01,2 Romanian Rhapsodies Op 11 No 1 in A Major,George Enescu Minnesota Orchestra Eiji Oue,2 Romanian Rhapsodies Op 11 No 1 in A Major George Enescu Minnesota Orchestra Eiji Oue 30th Anniversary Sampler,1,12.97
766,30th Anniversary Sampler,3,0,2015-04-01,Mestizo Waltz,Gabriela Lena Frank Utah Symphony Orchestra Keith Lockhart,Mestizo Waltz Gabriela Lena Frank Utah Symphony Orchestra Keith Lockhart 30th Anniversary Sampler,1,3.18
767,30th Anniversary Sampler,4,0,2015-04-01,Prelude on the name BACH S260R381,Franz Liszt Felix Hell,Prelude on the name BACH S260R381 Franz Liszt Felix Hell 30th Anniversary Sampler,1,3.4
768,30th Anniversary Sampler,5,0,2015-04-01,Symphonic Dances Op 45 III Lento assai Allegro vivace Lento assai Come prima Allegro vivace,Sergei Rachmaninoff Minnesota Orchestra Eiji Oue,Symphonic Dances Op 45 III Lento assai Allegro vivace Lento assai Come prima Allegro vivace Sergei Rachmaninoff Minnesota Orchestra Eiji Oue 30th Anniversary Sampler,1,14.56
769,30th Anniversary Sampler,6,0,2015-04-01,Paraphrase de concert sur Rigoletto S 434 Verdi Rigoletto Paraphrase de concert S434R267,Franz Liszt Joel Fan,Paraphrase de concert sur Rigoletto S 434 Verdi Rigoletto Paraphrase de concert S434R267 Franz Liszt Joel Fan 30th Anniversary Sampler,1,6.61
770,30th Anniversary Sampler,7,0,2015-04-01,In Praise of Music No 5 For the Angel Israfel,Dominick Argento Minnesota Orchestra Eiji Oue,In Praise of Music No 5 For the Angel Israfel Dominick Argento Minnesota Orchestra Eiji Oue 30th Anniversary Sampler,1,4.44
771,30th Anniversary Sampler,8,0,2015-04-01,An American Requiem Dies Irae,Richard Danielpour Pacific Chorale Pacific Symphony Orchestra Carl St Clair,An American Requiem Dies Irae Richard Danielpour Pacific Chorale Pacific Symphony Orchestra Carl St Clair 30th Anniversary Sampler,1,3.69
772,30th Anniversary Sampler,9,0,2015-04-01,Concerto Nicolo excerpt,Stanisław Skrowaczewski Gary Graffman Minnesota Orchestra,Concerto Nicolo excerpt Stanisław Skrowaczewski Gary Graffman Minnesota Orchestra 30th Anniversary Sampler,1,4.41
773,30th Anniversary Sampler,10,0,2015-04-01,Ikon of Eros excerpt,John Tavener Minnesota Chorale Jorja Fleezanis Minnesota Orchestra Paul Goodwin,Ikon of Eros excerpt John Tavener Minnesota Chorale Jorja Fleezanis Minnesota Orchestra Paul Goodwin 30th Anniversary Sampler,1,6.28
774,30th Anniversary Sampler,11,0,2015-04-01,Prelude in D Major BWV 532,Johann Sebastian Bach Virgil Fox,Prelude in D Major BWV 532 Johann Sebastian Bach Virgil Fox 30th Anniversary Sampler,1,4.51
775,30th Anniversary Sampler,12,0,2015-04-01,3 Gymnopedies No 1 Lent et douloureux orch Debussy,Erik Satie Claude Debussy Minnesota Orchestra Eiji Oue,3 Gymnopedies No 1 Lent et douloureux orch Debussy Erik Satie Claude Debussy Minnesota Orchestra Eiji Oue 30th Anniversary Sampler,1,3.65
776,30th Anniversary Sampler,13,0,2015-04-01,Pini di Roma Pines of Rome P 141,Ottorino Respighi Minnesota Orchestra Eiji Oue,Pini di Roma Pines of Rome P 141 Ottorino Respighi Minnesota Orchestra Eiji Oue 30th Anniversary Sampler,1,5.81
777,Greatest Hits,1,0,1999-09-14,Tears,Pure Prairie League,Tears Pure Prairie League Greatest Hits,1,2.72
778,Greatest Hits,2,0,1999-09-14,Youre Between Me,Pure Prairie League,Youre Between Me Pure Prairie League Greatest Hits,1,5.63
779,Greatest Hits,3,0,1999-09-14,Its All on Me,Pure Prairie League,Its All on Me Pure Prairie League Greatest Hits,1,2.51
780,Greatest Hits,4,0,1999-09-14,Woman,Pure Prairie League,Woman Pure Prairie League Greatest Hits,1,3.67
781,Greatest Hits,5,0,1999-09-14,Falling in and out of Love,Pure Prairie League,Falling in and out of Love Pure Prairie League Greatest Hits,1,2.21
782,Greatest Hits,6,0,1999-09-14,Amie,Pure Prairie League,Amie Pure Prairie League Greatest Hits,1,4.35
783,Greatest Hits,7,0,1999-09-14,Jazzman,Pure Prairie League,Jazzman Pure Prairie League Greatest Hits,1,2.58
784,Greatest Hits,8,0,1999-09-14,Early Morning Riser,Pure Prairie League,Early Morning Riser Pure Prairie League Greatest Hits,1,5.1
785,Greatest Hits,9,0,1999-09-14,Angel 9,Pure Prairie League,Angel 9 Pure Prairie League Greatest Hits,1,4.94
786,Greatest Hits,10,0,1999-09-14,Boulder Skies,Pure Prairie League,Boulder Skies Pure Prairie League Greatest Hits,1,4.02
787,Greatest Hits,11,0,1999-09-14,Call Me Tell Me,Pure Prairie League,Call Me Tell Me Pure Prairie League Greatest Hits,1,2.84
788,Greatest Hits,12,0,1999-09-14,Angel,Pure Prairie League,Angel Pure Prairie League Greatest Hits,1,4.45
789,Greatest Hits,13,0,1999-09-14,She Darked The Sun,Pure Prairie League,She Darked The Sun Pure Prairie League Greatest Hits,1,3.23
790,Greatest Hits,14,0,1999-09-14,Just Cant Believe It,Pure Prairie League,Just Cant Believe It Pure Prairie League Greatest Hits,1,2.37
791,Greatest Hits,15,0,1999-09-14,Two Lane Highway,Pure Prairie League,Two Lane Highway Pure Prairie League Greatest Hits,1,4.11
792,Greatest Hits,16,0,1999-09-14,Thatll Be the Day,Pure Prairie League,Thatll Be the Day Pure Prairie League Greatest Hits,1,2.16
793,Greatest Hits,17,0,1999-09-14,Goin Home,Pure Prairie League,Goin Home Pure Prairie League Greatest Hits,1,3.44
794,Drowning By Proxy,1,0,2009-05-01,Hello,Full Catastrophe Living,Hello Full Catastrophe Living Drowning By Proxy,1,4.2
795,Drowning By Proxy,2,0,2009-05-01,Drowning By Proxy,Full Catastrophe Living,Drowning By Proxy Full Catastrophe Living Drowning By Proxy,1,3.17
796,Drowning By Proxy,3,0,2009-05-01,The New Rage,Full Catastrophe Living,The New Rage Full Catastrophe Living Drowning By Proxy,1,4.4
797,Drowning By Proxy,4,0,2009-05-01,Recall,Full Catastrophe Living,Recall Full Catastrophe Living Drowning By Proxy,1,3.33
798,Drowning By Proxy,5,0,2009-05-01,Burn the Other Hand,Full Catastrophe Living,Burn the Other Hand Full Catastrophe Living Drowning By Proxy,1,4.87
799,Drowning By Proxy,6,0,2009-05-01,Red Tangle Version,Full Catastrophe Living,Red Tangle Version Full Catastrophe Living Drowning By Proxy,1,3.83
800,Drowning By Proxy,7,0,2009-05-01,Simple,Full Catastrophe Living,Simple Full Catastrophe Living Drowning By Proxy,1,3.43
